summary,kcut,klabel,noise_id,sigma_rad,sigma_tran,n_points,mean_z,min_z,max_z
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,3,2.25525,0.0,1,1.2518551001757785,1.2518551001757785,1.2518551001757785
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,4,3.007,0.0,1,1.2841501068879095,1.2841501068879095,1.2841501068879095
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,5,3.75875,0.0,1,1.476225767376266,1.476225767376266,1.476225767376266
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,6,4.5105,0.0,1,1.912618074374895,1.912618074374895,1.912618074374895
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,7,0.0,0.75175,1,1.1766074508255673,1.1766074508255673,1.1766074508255673
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,8,0.75175,0.75175,1,1.2089340185579618,1.2089340185579618,1.2089340185579618
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,9,1.5035,0.75175,1,1.120944034268648,1.120944034268648,1.120944034268648
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,10,2.25525,0.75175,1,1.2236859011507395,1.2236859011507395,1.2236859011507395
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,11,3.007,0.75175,1,1.3402210386811049,1.3402210386811049,1.3402210386811049
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,12,3.75875,0.75175,1,1.4184237748655288,1.4184237748655288,1.4184237748655288
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,13,4.5105,0.75175,1,1.9064706396410458,1.9064706396410458,1.9064706396410458
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,14,0.0,1.5035,1,1.0980855329249297,1.0980855329249297,1.0980855329249297
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,15,0.75175,1.5035,1,1.11645755209778,1.11645755209778,1.11645755209778
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,16,1.5035,1.5035,1,1.0802628150361813,1.0802628150361813,1.0802628150361813
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,17,2.25525,1.5035,1,1.2807237840476962,1.2807237840476962,1.2807237840476962
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,18,3.007,1.5035,1,1.2245919748935856,1.2245919748935856,1.2245919748935856
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,19,3.75875,1.5035,1,1.7173954962527602,1.7173954962527602,1.7173954962527602
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,20,4.5105,1.5035,1,1.9214644711123312,1.9214644711123312,1.9214644711123312
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,21,0.0,2.25525,1,1.00607620119313,1.00607620119313,1.00607620119313
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,22,0.75175,2.25525,1,1.0119911797540064,1.0119911797540064,1.0119911797540064
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,23,1.5035,2.25525,1,1.0353237166729685,1.0353237166729685,1.0353237166729685
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,24,2.25525,2.25525,1,1.226967191275795,1.226967191275795,1.226967191275795
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,25,3.007,2.25525,1,1.5637068661848723,1.5637068661848723,1.5637068661848723
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,26,3.75875,2.25525,1,1.7544148394735948,1.7544148394735948,1.7544148394735948
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,27,4.5105,2.25525,1,1.8419681223197122,1.8419681223197122,1.8419681223197122
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,28,0.0,3.007,1,0.7400233255712134,0.7400233255712134,0.7400233255712134
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,29,0.75175,3.007,1,0.7833946419660042,0.7833946419660042,0.7833946419660042
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,30,1.5035,3.007,1,1.3023315368321198,1.3023315368321198,1.3023315368321198
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,31,2.25525,3.007,1,1.4469658019739726,1.4469658019739726,1.4469658019739726
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,32,3.007,3.007,1,1.5533268358657106,1.5533268358657106,1.5533268358657106
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,33,3.75875,3.007,1,1.6076642107125225,1.6076642107125225,1.6076642107125225
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,34,4.5105,3.007,1,1.8102121237231275,1.8102121237231275,1.8102121237231275
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,35,0.0,3.75875,1,0.816234586729452,0.816234586729452,0.816234586729452
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,36,0.75175,3.75875,1,1.0882773256880245,1.0882773256880245,1.0882773256880245
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,37,1.5035,3.75875,1,1.1739347487780578,1.1739347487780578,1.1739347487780578
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,38,2.25525,3.75875,1,1.308220566359718,1.308220566359718,1.308220566359718
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,39,3.007,3.75875,1,1.4042172503045685,1.4042172503045685,1.4042172503045685
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,40,3.75875,3.75875,1,1.5155494557581408,1.5155494557581408,1.5155494557581408
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,41,4.5105,3.75875,1,1.440087031630017,1.440087031630017,1.440087031630017
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,42,0.0,4.5105,1,1.2948300433535194,1.2948300433535194,1.2948300433535194
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,43,0.75175,4.5105,1,1.25796615827391,1.25796615827391,1.25796615827391
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,44,1.5035,4.5105,1,1.4072778346526624,1.4072778346526624,1.4072778346526624
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,45,2.25525,4.5105,1,1.1576675156457634,1.1576675156457634,1.1576675156457634
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,46,3.007,4.5105,1,1.3072592923062,1.3072592923062,1.3072592923062
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,47,3.75875,4.5105,1,1.5437703990106573,1.5437703990106573,1.5437703990106573
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.4,k<0.4,48,4.5105,4.5105,1,1.567924751645844,1.567924751645844,1.567924751645844
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,0,0.0,0.0,1,0.6606036186691322,0.6606036186691322,0.6606036186691322
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,1,0.75175,0.0,1,0.6509334329085458,0.6509334329085458,0.6509334329085458
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,2,1.5035,0.0,1,0.6128970090097966,0.6128970090097966,0.6128970090097966
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,3,2.25525,0.0,1,0.6502691367105955,0.6502691367105955,0.6502691367105955
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,4,3.007,0.0,1,0.7053359002446254,0.7053359002446254,0.7053359002446254
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,5,3.75875,0.0,1,0.9474194319543882,0.9474194319543882,0.9474194319543882
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,6,4.5105,0.0,1,1.2219144361103746,1.2219144361103746,1.2219144361103746
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,7,0.0,0.75175,1,0.6330826012050563,0.6330826012050563,0.6330826012050563
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,8,0.75175,0.75175,1,0.6466160469784251,0.6466160469784251,0.6466160469784251
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,9,1.5035,0.75175,1,0.6258269063755642,0.6258269063755642,0.6258269063755642
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,10,2.25525,0.75175,1,0.6549246271670784,0.6549246271670784,0.6549246271670784
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,11,3.007,0.75175,1,0.7701277477787826,0.7701277477787826,0.7701277477787826
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,12,3.75875,0.75175,1,0.8934137292569394,0.8934137292569394,0.8934137292569394
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,13,4.5105,0.75175,1,1.1914227863527183,1.1914227863527183,1.1914227863527183
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,14,0.0,1.5035,1,0.6340882874080316,0.6340882874080316,0.6340882874080316
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,15,0.75175,1.5035,1,0.5712584678217274,0.5712584678217274,0.5712584678217274
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,16,1.5035,1.5035,1,0.6122201765365433,0.6122201765365433,0.6122201765365433
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,17,2.25525,1.5035,1,0.7021911006097264,0.7021911006097264,0.7021911006097264
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,18,3.007,1.5035,1,0.7224870604781927,0.7224870604781927,0.7224870604781927
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,19,3.75875,1.5035,1,1.0163852284803776,1.0163852284803776,1.0163852284803776
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,20,4.5105,1.5035,1,1.2407573237993732,1.2407573237993732,1.2407573237993732
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,21,0.0,2.25525,1,0.6278153909086504,0.6278153909086504,0.6278153909086504
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,22,0.75175,2.25525,1,0.5771780699815082,0.5771780699815082,0.5771780699815082
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,23,1.5035,2.25525,1,0.6001416818295277,0.6001416818295277,0.6001416818295277
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,24,2.25525,2.25525,1,0.7677468311979193,0.7677468311979193,0.7677468311979193
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,25,3.007,2.25525,1,0.913521491706952,0.913521491706952,0.913521491706952
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,26,3.75875,2.25525,1,1.075004489306973,1.075004489306973,1.075004489306973
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,27,4.5105,2.25525,1,1.2267696414134388,1.2267696414134388,1.2267696414134388
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,28,0.0,3.007,1,0.6820690809241777,0.6820690809241777,0.6820690809241777
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,29,0.75175,3.007,1,0.6954197919791968,0.6954197919791968,0.6954197919791968
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,30,1.5035,3.007,1,0.7311258346303718,0.7311258346303718,0.7311258346303718
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,31,2.25525,3.007,1,0.8392322266031388,0.8392322266031388,0.8392322266031388
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,32,3.007,3.007,1,0.8295950450179652,0.8295950450179652,0.8295950450179652
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,33,3.75875,3.007,1,0.9432399812460892,0.9432399812460892,0.9432399812460892
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,34,4.5105,3.007,1,1.1363244987794743,1.1363244987794743,1.1363244987794743
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,35,0.0,3.75875,1,0.7740618236186361,0.7740618236186361,0.7740618236186361
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,36,0.75175,3.75875,1,0.8120743917482467,0.8120743917482467,0.8120743917482467
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,37,1.5035,3.75875,1,0.9379551404012026,0.9379551404012026,0.9379551404012026
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,38,2.25525,3.75875,1,0.9301887292705312,0.9301887292705312,0.9301887292705312
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,39,3.007,3.75875,1,0.7487974763703977,0.7487974763703977,0.7487974763703977
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,40,3.75875,3.75875,1,0.9463109142283425,0.9463109142283425,0.9463109142283425
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,41,4.5105,3.75875,1,1.0829257508277876,1.0829257508277876,1.0829257508277876
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,42,0.0,4.5105,1,1.0979094957995144,1.0979094957995144,1.0979094957995144
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,43,0.75175,4.5105,1,1.3516639390954384,1.3516639390954384,1.3516639390954384
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,44,1.5035,4.5105,1,1.2099186908314656,1.2099186908314656,1.2099186908314656
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,45,2.25525,4.5105,1,1.1228597881509188,1.1228597881509188,1.1228597881509188
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,46,3.007,4.5105,1,1.3936955092166634,1.3936955092166634,1.3936955092166634
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,47,3.75875,4.5105,1,1.1229324033158394,1.1229324033158394,1.1229324033158394
Pk0+Pk2+Pk4,kmin-0.0_kmax-0.6,k<0.6,48,4.5105,4.5105,1,0.9435640655579939,0.9435640655579939,0.9435640655579939
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",0,0.0,0.0,1,1.148203867498011,1.148203867498011,1.148203867498011
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",1,0.75175,0.0,1,1.2436750097114628,1.2436750097114628,1.2436750097114628
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",2,1.5035,0.0,1,1.215841632401984,1.215841632401984,1.215841632401984
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",3,2.25525,0.0,1,1.2729933026335234,1.2729933026335234,1.2729933026335234
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",4,3.007,0.0,1,1.303203938571866,1.303203938571866,1.303203938571866
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",5,3.75875,0.0,1,1.43527288028769,1.43527288028769,1.43527288028769
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",6,4.5105,0.0,1,2.0211624596849913,2.0211624596849913,2.0211624596849913
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",7,0.0,0.75175,1,1.2363920061525089,1.2363920061525089,1.2363920061525089
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",8,0.75175,0.75175,1,1.1979198910519726,1.1979198910519726,1.1979198910519726
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",9,1.5035,0.75175,1,1.182893638788804,1.182893638788804,1.182893638788804
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",10,2.25525,0.75175,1,1.1813278656683173,1.1813278656683173,1.1813278656683173
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",11,3.007,0.75175,1,1.2810685257009795,1.2810685257009795,1.2810685257009795
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",12,3.75875,0.75175,1,1.45767832144983,1.45767832144983,1.45767832144983
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",13,4.5105,0.75175,1,2.040438186853331,2.040438186853331,2.040438186853331
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",14,0.0,1.5035,1,1.0705895287990435,1.0705895287990435,1.0705895287990435
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",15,0.75175,1.5035,1,1.0697788407439746,1.0697788407439746,1.0697788407439746
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",16,1.5035,1.5035,1,1.064926730435139,1.064926730435139,1.064926730435139
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",17,2.25525,1.5035,1,1.3832230092603603,1.3832230092603603,1.3832230092603603
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",18,3.007,1.5035,1,1.1200792246796776,1.1200792246796776,1.1200792246796776
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",19,3.75875,1.5035,1,1.8339500987156239,1.8339500987156239,1.8339500987156239
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",20,4.5105,1.5035,1,1.8505817652053944,1.8505817652053944,1.8505817652053944
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",21,0.0,2.25525,1,0.9899191946985725,0.9899191946985725,0.9899191946985725
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",22,0.75175,2.25525,1,1.0220272655895468,1.0220272655895468,1.0220272655895468
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",23,1.5035,2.25525,1,0.9309669350057254,0.9309669350057254,0.9309669350057254
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",24,2.25525,2.25525,1,1.0570395225034572,1.0570395225034572,1.0570395225034572
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",25,3.007,2.25525,1,1.4247380716641462,1.4247380716641462,1.4247380716641462
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",26,3.75875,2.25525,1,1.4981623492631948,1.4981623492631948,1.4981623492631948
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",27,4.5105,2.25525,1,1.5559105875009522,1.5559105875009522,1.5559105875009522
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",28,0.0,3.007,1,0.8927704655019731,0.8927704655019731,0.8927704655019731
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",29,0.75175,3.007,1,0.94778467174764,0.94778467174764,0.94778467174764
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",30,1.5035,3.007,1,1.0350889339427112,1.0350889339427112,1.0350889339427112
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",31,2.25525,3.007,1,1.1950424456690711,1.1950424456690711,1.1950424456690711
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",32,3.007,3.007,1,1.2361945827270084,1.2361945827270084,1.2361945827270084
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",33,3.75875,3.007,1,1.247653228234023,1.247653228234023,1.247653228234023
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",34,4.5105,3.007,1,1.314362367370179,1.314362367370179,1.314362367370179
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",35,0.0,3.75875,1,1.1070767341391432,1.1070767341391432,1.1070767341391432
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",36,0.75175,3.75875,1,1.153440904994407,1.153440904994407,1.153440904994407
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",37,1.5035,3.75875,1,1.1172177421463656,1.1172177421463656,1.1172177421463656
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",38,2.25525,3.75875,1,1.2128437228954296,1.2128437228954296,1.2128437228954296
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",39,3.007,3.75875,1,1.215834426837928,1.215834426837928,1.215834426837928
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",40,3.75875,3.75875,1,1.2510691926509474,1.2510691926509474,1.2510691926509474
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",41,4.5105,3.75875,1,1.2739890544294388,1.2739890544294388,1.2739890544294388
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",42,0.0,4.5105,1,1.0594140810502597,1.0594140810502597,1.0594140810502597
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",43,0.75175,4.5105,1,1.1070389333739945,1.1070389333739945,1.1070389333739945
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",44,1.5035,4.5105,1,1.0917906264644046,1.0917906264644046,1.0917906264644046
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",45,2.25525,4.5105,1,1.0080810427402118,1.0080810427402118,1.0080810427402118
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",46,3.007,4.5105,1,1.0742440983578236,1.0742440983578236,1.0742440983578236
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",47,3.75875,4.5105,1,1.1467083199730095,1.1467083199730095,1.1467083199730095
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.2,"Pk<0.2, Bk<0.2",48,4.5105,4.5105,1,1.3051938754256767,1.3051938754256767,1.3051938754256767
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",0,0.0,0.0,1,1.134136518175343,1.134136518175343,1.134136518175343
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",1,0.75175,0.0,1,1.1079540762169342,1.1079540762169342,1.1079540762169342
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",2,1.5035,0.0,1,1.1389540797479538,1.1389540797479538,1.1389540797479538
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",3,2.25525,0.0,1,1.1467617477500938,1.1467617477500938,1.1467617477500938
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",4,3.007,0.0,1,1.1446577552517336,1.1446577552517336,1.1446577552517336
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",5,3.75875,0.0,1,1.3206004011865593,1.3206004011865593,1.3206004011865593
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",6,4.5105,0.0,1,1.5564434764316,1.5564434764316,1.5564434764316
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",7,0.0,0.75175,1,1.1515471929612908,1.1515471929612908,1.1515471929612908
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",8,0.75175,0.75175,1,1.0973848790905463,1.0973848790905463,1.0973848790905463
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",9,1.5035,0.75175,1,1.1316722309077925,1.1316722309077925,1.1316722309077925
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",10,2.25525,0.75175,1,1.1538827675675263,1.1538827675675263,1.1538827675675263
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",11,3.007,0.75175,1,1.164442722490665,1.164442722490665,1.164442722490665
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",12,3.75875,0.75175,1,1.2775873034474479,1.2775873034474479,1.2775873034474479
Pk0+Pk2+Pk4+Bk0,kmin-0.0_kmax-Bk=0.2__Pk=0.4,"Pk<0.4, Bk<0.2",13,4.5105,0.75175,1,1.4877687105782864,1.4877687105782864,1.4877687105782864
